ClientId;DataExtracao;Score_Credito;Estado;GÃªnero;Idade;Tempo_Cliente;limite_credito_mercado;Qte_Categorias;Usa_Cartao_Credito;Programa_Fidelidade;sum_pedidos_acumulado;DataUltimaTransacao;churn
351522;30/06/2019;850;São Paulo;Masculino;33;0;1,247.82;1;0;1;140.42;30/10/2019;0
351523;30/06/2019;748;São Paulo;Feminino;39;9;1,328.66;1;1;1;248.49;14/09/2019;1
351524;30/06/2019;798;Minas Gerais;Feminino;38;4;1,290.55;1;1;0;654.78;22/10/2019;0
351525;30/06/2019;612;Minas Gerais;Masculino;76;6;961.67;1;1;1;797.47;10/10/2019;0
351526;30/06/2019;540;São Paulo;Feminino;40;3;1,652.98;1;0;1;832.76;08/10/2019;0
351527;30/06/2019;719;Rio de Janeiro;Feminino;33;7;0.;2;1;0;83.4;05/10/2019;0
351528;30/06/2019;598;São Paulo;Masculino;48;6;1,206.83;1;1;0;127.65;08/09/2019;1
351529;30/06/2019;796;Rio de Janeiro;Masculino;32;5;1,027.73;2;0;1;490.97;10/10/2019;0
351530;30/06/2019;579;Minas Gerais;Masculino;42;0;1,443.86;1;1;1;93.74;29/09/2019;1
351531;30/06/2019;850;Minas Gerais;Feminino;40;7;1,044.5;1;1;1;3.12;05/10/2019;0
351532;30/06/2019;599;Rio de Janeiro;Masculino;35;6;1,371.03;1;0;0;320.3;25/10/2019;0
351533;30/06/2019;724;São Paulo;Feminino;30;9;1,424.76;1;1;1;449.37;08/10/2019;0
351534;30/06/2019;508;São Paulo;Feminino;43;9;0.;1;1;0;432.19;15/10/2019;0
351535;30/06/2019;773;Rio de Janeiro;Masculino;37;2;1,031.95;2;1;0;742.78;16/10/2019;0
351536;30/06/2019;526;São Paulo;Masculino;28;1;1,120.7;1;0;1;526.17;22/10/2019;0
351537;30/06/2019;542;São Paulo;Feminino;29;7;0.;2;0;1;819.38;22/10/2019;0
351538;30/06/2019;470;São Paulo;Masculino;35;1;964.74;1;0;0;24.84;23/10/2019;0
351539;30/06/2019;805;Rio de Janeiro;Masculino;37;5;0.;2;1;0;91.37;10/10/2019;0
351540;30/06/2019;548;Minas Gerais;Masculino;49;9;1,084.38;1;0;0;529.26;22/08/2019;1
351541;30/06/2019;672;São Paulo;Masculino;37;5;1,531.96;1;1;1;678.18;29/10/2019;0
351542;30/06/2019;773;São Paulo;Masculino;45;8;968.77;1;1;1;474.79;06/10/2019;0
351543;30/06/2019;614;São Paulo;Masculino;44;6;0.;2;0;1;437.21;27/10/2019;0
351544;30/06/2019;537;São Paulo;Feminino;38;10;0.;1;0;0;218.07;22/08/2019;1
351545;30/06/2019;704;São Paulo;Feminino;40;6;954.53;1;0;1;749.85;08/10/2019;0
351546;30/06/2019;586;Rio de Janeiro;Masculino;41;3;638.74;1;1;0;348.97;13/10/2019;0
351547;30/06/2019;677;São Paulo;Feminino;24;0;1,482.99;2;0;0;762.14;15/10/2019;0
351548;30/06/2019;558;Rio de Janeiro;Feminino;31;7;0.;2;1;0;694.67;16/10/2019;0
351549;30/06/2019;634;Minas Gerais;Feminino;37;7;1,432.59;2;1;0;803.01;05/10/2019;0
351550;30/06/2019;655;Minas Gerais;Masculino;37;9;1,213.42;1;1;1;751.01;16/10/2019;0
351551;30/06/2019;619;Minas Gerais;Feminino;28;6;991.53;2;1;0;201.98;10/10/2019;0
351552;30/06/2019;662;São Paulo;Feminino;41;4;0.;2;1;0;527.3;18/10/2019;0
351553;30/06/2019;705;Rio de Janeiro;Masculino;33;7;684.24;1;1;1;270.3;21/10/2019;0
351554;30/06/2019;527;Rio de Janeiro;Feminino;35;8;0.;1;1;0;408.46;02/09/2019;1
351555;30/06/2019;630;Minas Gerais;Feminino;25;7;796.57;1;1;0;389.68;27/10/2019;0
351556;30/06/2019;850;São Paulo;Masculino;35;2;0.;2;1;1;237.47;11/10/2019;0
351557;30/06/2019;668;São Paulo;Feminino;53;10;1,102.4;1;0;0;766.59;27/08/2019;1
351558;30/06/2019;573;São Paulo;Feminino;32;9;1,253.22;2;1;1;542.64;15/10/2019;0
351559;30/06/2019;680;São Paulo;Masculino;27;3;0.;1;1;0;135.23;13/10/2019;0
351560;30/06/2019;758;São Paulo;Feminino;32;2;843.79;1;1;1;314.15;22/10/2019;0
351561;30/06/2019;597;São Paulo;Masculino;45;7;0.;2;0;0;698.99;10/10/2019;0
351562;30/06/2019;580;Minas Gerais;Masculino;35;10;1,362.81;2;1;1;103.33;08/10/2019;0
351563;30/06/2019;622;São Paulo;Masculino;59;5;1,193.8;1;1;1;251.79;01/10/2019;0
351564;30/06/2019;638;Minas Gerais;Masculino;62;4;1,087.17;2;1;1;309.34;27/10/2019;0
351565;30/06/2019;640;São Paulo;Feminino;20;4;0.;2;0;1;326.3;17/10/2019;0
351566;30/06/2019;644;Rio de Janeiro;Masculino;28;0;0.;2;1;0;497.58;22/10/2019;0
351567;30/06/2019;753;São Paulo;Feminino;31;6;1,065.96;1;0;0;380.44;25/10/2019;0
351568;30/06/2019;629;São Paulo;Feminino;37;10;995.46;3;0;1;104.74;21/08/2019;1
351569;30/06/2019;775;São Paulo;Feminino;30;5;0.;1;1;0;807.84;20/08/2019;1
351570;30/06/2019;701;São Paulo;Feminino;41;2;0.;1;1;0;199.4;23/10/2019;0
351571;30/06/2019;708;Rio de Janeiro;Masculino;19;7;1,126.16;1;1;1;18.72;28/10/2019;0
351572;30/06/2019;521;Rio de Janeiro;Feminino;22;10;0.;1;1;1;422.13;30/10/2019;0
351573;30/06/2019;636;São Paulo;Feminino;24;9;0.;2;0;1;161.79;04/10/2019;0
351574;30/06/2019;529;São Paulo;Feminino;31;5;0.;2;1;0;111.74;28/10/2019;0
351575;30/06/2019;757;São Paulo;Masculino;28;3;753.81;1;1;1;832.2;17/10/2019;0
351576;30/06/2019;767;Rio de Janeiro;Feminino;24;5;0.;2;1;1;281.02;17/10/2019;0
351577;30/06/2019;525;Rio de Janeiro;Masculino;33;5;0.;2;1;0;670.84;21/10/2019;0
351578;30/06/2019;759;Rio de Janeiro;Masculino;38;1;0.;2;1;0;86.58;29/10/2019;0
351579;30/06/2019;520;Minas Gerais;Feminino;45;1;1,230.86;1;1;1;171.01;26/07/2019;1
351580;30/06/2019;738;São Paulo;Feminino;26;3;0.;2;1;0;281.18;08/10/2019;0
351581;30/06/2019;548;Rio de Janeiro;Masculino;37;4;0.;1;1;0;507.35;10/10/2019;0
351582;30/06/2019;535;Rio de Janeiro;Masculino;48;9;1,094.72;1;1;0;655.66;23/08/2019;1
351583;30/06/2019;615;Rio de Janeiro;Masculino;59;4;1,557.66;1;1;1;459.48;15/10/2019;0
351584;30/06/2019;850;Minas Gerais;Masculino;38;7;1,019.86;2;0;0;182.51;06/10/2019;0
351585;30/06/2019;487;São Paulo;Feminino;34;2;960.2;1;0;0;37.85;28/10/2019;0
351586;30/06/2019;731;São Paulo;Masculino;30;7;0.;2;0;1;596.19;05/10/2019;0
351587;30/06/2019;726;Rio de Janeiro;Feminino;35;9;0.;2;0;1;418.99;09/10/2019;0
351588;30/06/2019;609;São Paulo;Feminino;35;2;1,479.;1;1;0;583.33;23/10/2019;0
351589;30/06/2019;714;São Paulo;Masculino;52;4;1,007.56;1;1;1;778.23;20/10/2019;0
351590;30/06/2019;694;Rio de Janeiro;Feminino;35;7;0.;1;1;0;556.54;30/08/2019;1
351591;30/06/2019;786;São Paulo;Feminino;33;0;830.36;1;0;1;645.79;01/09/2019;1
351592;30/06/2019;698;Rio de Janeiro;Masculino;27;6;1,254.27;2;0;0;115.23;18/10/2019;0
351593;30/06/2019;601;São Paulo;Feminino;46;3;982.03;1;0;0;574.02;01/10/2019;0
351594;30/06/2019;769;Rio de Janeiro;Masculino;41;1;725.1;1;1;0;107.18;10/10/2019;0
351595;30/06/2019;850;Minas Gerais;Masculino;44;3;1,403.94;2;0;1;776.19;02/10/2019;0
351596;30/06/2019;646;Rio de Janeiro;Feminino;50;5;1,426.45;2;1;1;592.54;15/08/2019;1
351597;30/06/2019;659;São Paulo;Feminino;44;9;235.03;1;0;1;707.76;24/08/2019;1
351598;30/06/2019;487;Rio de Janeiro;Masculino;33;8;1,457.3;1;1;0;172.36;02/10/2019;0
351599;30/06/2019;740;Minas Gerais;Feminino;40;2;1,222.95;2;1;1;128.39;09/10/2019;0
351600;30/06/2019;686;São Paulo;Masculino;39;4;0.;2;1;0;645.93;28/10/2019;0
351601;30/06/2019;612;Rio de Janeiro;Feminino;36;5;1,197.99;2;1;0;664.24;06/10/2019;0
351602;30/06/2019;655;Rio de Janeiro;Masculino;37;8;1,637.09;2;0;0;317.75;27/10/2019;0
351603;30/06/2019;617;São Paulo;Masculino;34;1;616.87;2;1;0;441.52;25/10/2019;0
351604;30/06/2019;674;São Paulo;Feminino;27;4;791.44;1;0;1;211.43;18/10/2019;0
351605;30/06/2019;711;Rio de Janeiro;Masculino;32;5;0.;2;1;1;615.5;03/10/2019;0
351606;30/06/2019;624;Minas Gerais;Feminino;27;7;1,048.49;1;1;1;697.45;14/10/2019;0
351607;30/06/2019;597;Rio de Janeiro;Masculino;26;5;0.;2;0;1;396.5;04/10/2019;0
351608;30/06/2019;682;Rio de Janeiro;Masculino;46;4;0.;1;1;1;19.39;02/10/2019;0
351609;30/06/2019;775;São Paulo;Masculino;45;8;0.;1;1;0;543.24;09/10/2019;0
351610;30/06/2019;727;São Paulo;Feminino;29;1;1,466.52;1;1;1;722.86;04/10/2019;0
351611;30/06/2019;629;São Paulo;Masculino;31;6;0.;2;1;0;391.17;12/10/2019;0
351612;30/06/2019;684;São Paulo;Masculino;46;0;0.;2;1;1;151.57;19/10/2019;0
351613;30/06/2019;549;Minas Gerais;Feminino;37;1;1,306.22;2;1;1;535.42;16/10/2019;0
351614;30/06/2019;593;Minas Gerais;Masculino;69;2;1,870.13;2;0;1;441.24;30/10/2019;0
351615;30/06/2019;536;Rio de Janeiro;Masculino;40;9;0.;2;1;1;49.83;01/10/2019;0
351616;30/06/2019;707;São Paulo;Feminino;36;6;0.;1;0;0;411.71;28/10/2019;0
351617;30/06/2019;592;Rio de Janeiro;Masculino;41;0;0.;2;1;0;274.61;08/10/2019;0
351618;30/06/2019;703;São Paulo;Masculino;44;6;988.63;1;1;0;631.32;14/10/2019;0
351619;30/06/2019;723;Rio de Janeiro;Feminino;45;4;0.;2;1;0;155.06;29/10/2019;0
351620;30/06/2019;452;Minas Gerais;Masculino;52;1;984.43;2;0;0;383.47;17/10/2019;0
351621;30/06/2019;552;Rio de Janeiro;Masculino;42;4;0.;2;0;0;815.38;21/10/2019;0
351622;30/06/2019;633;São Paulo;Feminino;47;0;0.;1;1;1;26.43;21/09/2019;1
351623;30/06/2019;479;Minas Gerais;Feminino;23;9;1,235.76;1;0;1;396.45;22/10/2019;0
351624;30/06/2019;768;São Paulo;Masculino;25;6;0.;2;1;1;88.4;09/10/2019;0
351625;30/06/2019;742;São Paulo;Masculino;31;4;1,052.39;1;1;1;82.08;03/10/2019;0
351626;30/06/2019;668;Minas Gerais;Masculino;56;9;1,109.94;1;1;0;559.99;15/08/2019;1
351627;30/06/2019;707;Rio de Janeiro;Masculino;44;3;0.;2;1;1;562.82;03/10/2019;0
351628;30/06/2019;754;Rio de Janeiro;Masculino;39;7;1,576.92;2;1;0;556.67;07/09/2019;1
351629;30/06/2019;544;Minas Gerais;Masculino;47;5;1,052.45;1;0;0;416.34;24/07/2019;1
351630;30/06/2019;718;Rio de Janeiro;Masculino;32;8;0.;2;1;1;172.5;16/10/2019;0
351631;30/06/2019;762;São Paulo;Masculino;31;7;1,176.87;1;1;1;663.94;06/10/2019;0
351632;30/06/2019;772;São Paulo;Masculino;23;2;0.;2;1;0;76.52;11/10/2019;0
351633;30/06/2019;691;Minas Gerais;Feminino;37;7;1,230.68;1;1;1;409.01;03/07/2019;1
351634;30/06/2019;502;São Paulo;Masculino;45;0;0.;1;0;0;352.76;01/10/2019;0
351635;30/06/2019;563;São Paulo;Feminino;34;6;0.;2;0;0;152.24;28/10/2019;0
351636;30/06/2019;676;São Paulo;Feminino;41;4;1,014.57;1;1;1;329.59;06/10/2019;0
351637;30/06/2019;576;Rio de Janeiro;Masculino;52;2;1,005.49;2;1;1;69.35;05/10/2019;0
351638;30/06/2019;629;Rio de Janeiro;Masculino;35;4;1,745.89;2;0;1;660.08;01/10/2019;0
351639;30/06/2019;625;Rio de Janeiro;Masculino;52;8;1,211.62;1;1;0;204.12;01/10/2019;0
351640;30/06/2019;628;São Paulo;Masculino;45;9;0.;2;1;1;403.59;30/10/2019;0
351641;30/06/2019;471;Minas Gerais;Feminino;36;5;900.64;2;1;1;401.53;26/10/2019;0
351642;30/06/2019;811;São Paulo;Feminino;45;5;0.;2;1;1;608.85;25/10/2019;0
351643;30/06/2019;504;São Paulo;Masculino;42;3;1,349.37;2;0;0;563.25;16/10/2019;0
351644;30/06/2019;687;São Paulo;Feminino;24;3;1,104.95;1;1;0;660.9;29/10/2019;0
351645;30/06/2019;660;Minas Gerais;Feminino;37;2;1,332.;1;0;0;297.64;02/10/2019;0
351646;30/06/2019;548;São Paulo;Feminino;41;4;825.97;1;0;1;231.97;20/10/2019;0
351647;30/06/2019;609;Minas Gerais;Masculino;31;9;1,038.38;1;1;1;625.91;08/10/2019;0
351648;30/06/2019;659;Rio de Janeiro;Feminino;42;2;0.;1;0;0;678.06;29/08/2019;1
351649;30/06/2019;526;São Paulo;Masculino;52;8;935.9;1;0;1;88.45;09/09/2019;1
351650;30/06/2019;725;Minas Gerais;Masculino;40;8;1,041.5;1;1;0;258.45;06/10/2019;0
351651;30/06/2019;519;Minas Gerais;Masculino;38;1;1,141.42;1;1;1;254.12;31/07/2019;1
351652;30/06/2019;562;Minas Gerais;Feminino;31;9;1,171.53;1;1;1;452.81;29/10/2019;0
351653;30/06/2019;482;Minas Gerais;Masculino;45;7;1,563.53;1;1;0;302.68;31/07/2019;1
351654;30/06/2019;535;Rio de Janeiro;Masculino;37;3;1,755.35;2;1;1;38.51;07/10/2019;0
351655;30/06/2019;561;São Paulo;Feminino;27;9;1,356.37;1;1;0;637.83;19/08/2019;1
351656;30/06/2019;661;São Paulo;Feminino;30;7;0.;2;1;0;300.82;25/10/2019;0
351657;30/06/2019;771;São Paulo;Masculino;27;2;0.;2;1;1;831.36;22/10/2019;0
351658;30/06/2019;545;São Paulo;Masculino;26;7;0.;2;0;1;652.49;26/10/2019;0
351659;30/06/2019;850;Minas Gerais;Feminino;33;2;834.15;1;0;1;312.16;05/10/2019;0
351660;30/06/2019;601;Minas Gerais;Masculino;43;3;1,418.59;2;1;1;463.54;24/10/2019;0
351661;30/06/2019;712;Minas Gerais;Masculino;38;7;1,327.68;2;1;1;246.32;14/10/2019;0
351662;30/06/2019;589;São Paulo;Feminino;31;10;1,106.35;1;1;0;617.58;22/10/2019;0
351663;30/06/2019;600;Rio de Janeiro;Masculino;37;8;1,776.57;1;1;1;321.43;19/10/2019;0
351664;30/06/2019;642;Minas Gerais;Masculino;41;4;1,577.78;1;1;0;281.19;04/10/2019;0
351665;30/06/2019;575;Minas Gerais;Masculino;47;9;1,079.16;2;1;1;264.38;17/09/2019;1
351666;30/06/2019;570;Minas Gerais;Feminino;57;5;865.69;1;0;1;431.92;25/10/2019;0
351667;30/06/2019;532;Minas Gerais;Masculino;52;9;1,377.56;1;1;0;679.97;25/08/2019;1
351668;30/06/2019;796;São Paulo;Masculino;30;2;1,372.63;2;1;0;262.11;05/10/2019;0
351669;30/06/2019;833;Rio de Janeiro;Masculino;32;6;0.;1;1;1;184.68;15/09/2019;1
351670;30/06/2019;642;Rio de Janeiro;Feminino;36;6;0.;2;1;1;408.08;14/10/2019;0
351671;30/06/2019;655;São Paulo;Masculino;28;10;0.;2;0;1;527.36;19/10/2019;0
351672;30/06/2019;736;Minas Gerais;Masculino;50;9;1,163.09;1;1;0;772.33;14/08/2019;1
351673;30/06/2019;617;São Paulo;Feminino;34;0;1,312.45;2;1;0;763.45;26/10/2019;0
351674;30/06/2019;762;Minas Gerais;Masculino;28;3;1,251.56;2;1;1;441.77;30/10/2019;0
351675;30/06/2019;703;Minas Gerais;Masculino;35;5;1,406.91;2;1;0;699.21;14/10/2019;0
351676;30/06/2019;507;São Paulo;Masculino;41;3;588.2;2;1;1;577.23;08/10/2019;0
351677;30/06/2019;581;Minas Gerais;Feminino;26;3;1,050.99;1;1;1;768.83;09/07/2019;1
351678;30/06/2019;593;São Paulo;Masculino;31;9;0.;2;0;1;85.38;15/10/2019;0
351679;30/06/2019;648;São Paulo;Masculino;23;9;1,683.73;1;1;0;561.15;05/10/2019;0
351680;30/06/2019;462;Minas Gerais;Masculino;34;1;946.83;2;1;0;576.99;16/10/2019;0
351681;30/06/2019;596;Rio de Janeiro;Masculino;36;2;0.;2;0;1;523.16;16/10/2019;0
351682;30/06/2019;627;São Paulo;Feminino;44;5;0.;2;1;0;345.71;09/09/2019;1
351683;30/06/2019;494;São Paulo;Masculino;40;7;0.;2;0;1;658.63;21/10/2019;0
351684;30/06/2019;627;São Paulo;Masculino;73;0;1,463.3;1;0;1;181.73;09/10/2019;0
351685;30/06/2019;850;Rio de Janeiro;Masculino;37;2;0.;2;1;0;499.87;30/10/2019;0
351686;30/06/2019;632;São Paulo;Feminino;49;5;1,679.63;1;0;0;584.17;13/10/2019;0
351687;30/06/2019;490;São Paulo;Masculino;33;1;0.;2;1;1;336.64;30/10/2019;0
351688;30/06/2019;715;São Paulo;Masculino;40;7;0.;1;1;1;589.;23/10/2019;0
351689;30/06/2019;679;São Paulo;Masculino;48;8;0.;2;1;0;97.27;02/10/2019;0
351690;30/06/2019;619;São Paulo;Masculino;44;3;1,169.68;1;1;0;21.15;05/08/2019;1
351691;30/06/2019;465;Rio de Janeiro;Feminino;33;6;0.;2;1;1;397.92;04/10/2019;0
351692;30/06/2019;736;Rio de Janeiro;Masculino;32;7;0.;1;0;1;329.51;04/10/2019;0
351693;30/06/2019;501;Minas Gerais;Feminino;34;7;932.44;1;0;1;832.52;07/10/2019;0
351694;30/06/2019;535;São Paulo;Feminino;29;5;0.;2;0;1;219.62;20/10/2019;0
351695;30/06/2019;759;São Paulo;Feminino;33;2;0.;2;1;0;235.77;23/10/2019;0
351696;30/06/2019;819;São Paulo;Masculino;35;1;0.;2;0;1;14.1;13/10/2019;0
351697;30/06/2019;533;Minas Gerais;Masculino;43;4;804.42;2;0;1;52.24;25/10/2019;0
351698;30/06/2019;632;Minas Gerais;Feminino;35;2;1,505.61;2;0;0;269.68;13/10/2019;0
351699;30/06/2019;686;São Paulo;Masculino;60;9;0.;3;1;1;313.53;18/09/2019;1
351700;30/06/2019;687;São Paulo;Feminino;34;9;1,254.74;1;1;0;828.87;21/10/2019;0
351701;30/06/2019;667;Minas Gerais;Feminino;33;4;1,270.77;2;1;0;287.55;17/10/2019;0
351702;30/06/2019;699;Rio de Janeiro;Feminino;25;8;0.;2;1;1;218.35;12/10/2019;0
351703;30/06/2019;497;Rio de Janeiro;Masculino;37;8;1,286.5;2;1;1;681.84;06/10/2019;0
351704;30/06/2019;780;Rio de Janeiro;Feminino;33;6;1,455.81;1;1;1;644.16;28/10/2019;0
351705;30/06/2019;652;São Paulo;Feminino;51;3;0.;1;1;0;724.96;22/07/2019;1
351706;30/06/2019;477;São Paulo;Masculino;47;9;1,449.01;1;1;0;255.48;26/08/2019;1
351707;30/06/2019;652;São Paulo;Feminino;37;4;0.;2;1;0;597.47;21/10/2019;0
351708;30/06/2019;488;São Paulo;Feminino;31;8;975.89;1;0;0;517.54;18/10/2019;0
351709;30/06/2019;572;São Paulo;Masculino;24;1;0.;2;1;1;631.09;15/10/2019;0
351710;30/06/2019;755;São Paulo;Feminino;38;1;0.;2;1;0;86.4;30/10/2019;0
351711;30/06/2019;779;Minas Gerais;Feminino;24;10;1,222.;2;1;0;182.11;22/10/2019;0
351712;30/06/2019;693;Rio de Janeiro;Feminino;46;3;1,517.09;1;1;0;753.07;12/10/2019;0
351713;30/06/2019;530;Rio de Janeiro;Feminino;22;7;0.;2;1;0;434.04;23/10/2019;0
351714;30/06/2019;738;Rio de Janeiro;Feminino;33;3;1,221.34;2;0;1;116.11;16/10/2019;0
351715;30/06/2019;690;Minas Gerais;Masculino;31;2;1,372.6;2;1;0;230.78;18/10/2019;0
351716;30/06/2019;611;São Paulo;Feminino;30;9;885.94;1;1;0;818.05;20/10/2019;0
351717;30/06/2019;643;Rio de Janeiro;Masculino;34;6;0.;2;1;1;483.53;04/10/2019;0
351718;30/06/2019;632;Minas Gerais;Masculino;41;8;1,272.05;4;1;0;391.15;19/08/2019;1
351719;30/06/2019;727;Rio de Janeiro;Feminino;31;10;969.97;2;0;0;319.23;12/10/2019;0
351720;30/06/2019;508;São Paulo;Feminino;64;2;0.;1;1;1;25.32;27/10/2019;0
351721;30/06/2019;550;São Paulo;Masculino;31;5;1,422.;2;1;1;509.26;19/10/2019;0
351722;30/06/2019;754;Minas Gerais;Feminino;39;3;1,607.61;1;1;1;100.65;03/10/2019;0
351723;30/06/2019;759;São Paulo;Masculino;26;4;0.;2;1;0;564.14;20/10/2019;0
351724;30/06/2019;794;Rio de Janeiro;Masculino;33;8;0.;2;0;0;380.58;20/10/2019;0
351725;30/06/2019;549;São Paulo;Masculino;29;3;0.;2;1;0;608.71;23/10/2019;0
351726;30/06/2019;671;São Paulo;Masculino;31;0;1,162.35;1;1;0;717.07;17/10/2019;0
351727;30/06/2019;756;Minas Gerais;Feminino;26;5;1,551.44;1;0;1;562.64;10/09/2019;1
351728;30/06/2019;632;São Paulo;Feminino;21;1;0.;2;1;0;350.04;30/10/2019;0
351729;30/06/2019;579;São Paulo;Masculino;38;8;0.;2;0;0;382.35;24/10/2019;0
351730;30/06/2019;748;São Paulo;Masculino;34;5;840.09;1;1;1;570.84;26/10/2019;0
351731;30/06/2019;488;Minas Gerais;Feminino;28;7;1,392.46;2;1;0;445.;25/10/2019;0
351732;30/06/2019;710;Minas Gerais;Masculino;58;7;1,701.13;2;0;1;43.73;11/10/2019;0
351733;30/06/2019;619;Rio de Janeiro;Feminino;41;8;0.;3;1;1;332.78;29/09/2019;1
351734;30/06/2019;773;São Paulo;Masculino;64;2;1,455.78;1;0;1;775.72;25/10/2019;0
351735;30/06/2019;657;Rio de Janeiro;Masculino;75;7;1,262.74;1;0;1;381.97;12/10/2019;0
351736;30/06/2019;579;São Paulo;Feminino;26;10;1,624.83;1;1;1;76.91;25/10/2019;0
351737;30/06/2019;542;São Paulo;Masculino;29;9;0.;1;1;0;34.76;09/10/2019;0
351738;30/06/2019;709;São Paulo;Feminino;32;2;878.15;1;1;0;577.41;06/10/2019;0
351739;30/06/2019;617;Rio de Janeiro;Masculino;61;3;1,138.59;1;1;1;158.87;30/10/2019;0
351740;30/06/2019;568;Minas Gerais;Masculino;43;5;876.13;4;1;1;446.48;10/07/2019;1
351741;30/06/2019;769;São Paulo;Feminino;73;1;0.;1;1;1;124.13;16/10/2019;0
351742;30/06/2019;608;Minas Gerais;Masculino;26;1;1,066.49;1;0;1;29.43;10/10/2019;0
351743;30/06/2019;503;Rio de Janeiro;Masculino;31;4;0.;2;1;1;90.19;17/10/2019;0
351744;30/06/2019;608;Minas Gerais;Feminino;38;8;1,036.54;2;1;1;571.17;20/10/2019;0
351745;30/06/2019;731;Minas Gerais;Masculino;37;3;1,168.81;1;0;0;719.66;22/07/2019;1
351746;30/06/2019;850;Minas Gerais;Feminino;40;4;979.9;2;0;0;444.55;13/10/2019;0
351747;30/06/2019;591;Minas Gerais;Feminino;34;4;1,506.35;1;1;1;301.15;14/10/2019;0
351748;30/06/2019;579;Rio de Janeiro;Masculino;37;4;0.;2;1;1;134.36;10/10/2019;0
351749;30/06/2019;570;São Paulo;Masculino;39;10;1,296.75;2;1;0;335.63;28/10/2019;0
351750;30/06/2019;709;São Paulo;Feminino;37;9;0.;2;1;0;69.72;27/10/2019;0
351751;30/06/2019;611;São Paulo;Masculino;53;3;835.68;1;0;0;5.15;24/10/2019;0
351752;30/06/2019;775;Rio de Janeiro;Masculino;48;4;1,781.45;2;0;0;209.04;16/08/2019;1
351753;30/06/2019;699;Minas Gerais;Masculino;36;6;1,471.38;1;1;1;140.37;04/10/2019;0
351754;30/06/2019;618;São Paulo;Masculino;37;5;0.;1;0;1;744.61;31/07/2019;1
351755;30/06/2019;704;São Paulo;Masculino;36;3;1,143.7;1;0;1;278.38;28/10/2019;0
351756;30/06/2019;835;Minas Gerais;Feminino;47;5;1,082.89;2;1;1;191.08;07/08/2019;1
351757;30/06/2019;714;Minas Gerais;Masculino;39;3;1,498.87;2;1;0;266.03;15/10/2019;0
351758;30/06/2019;581;Rio de Janeiro;Feminino;43;4;1,701.73;1;0;1;417.65;12/10/2019;0
351759;30/06/2019;592;São Paulo;Masculino;27;3;0.;2;1;1;81.86;07/10/2019;0
351760;30/06/2019;551;São Paulo;Masculino;43;7;0.;2;1;0;743.31;29/10/2019;0
351761;30/06/2019;689;Minas Gerais;Feminino;28;2;648.08;2;0;0;327.46;18/10/2019;0
351762;30/06/2019;604;São Paulo;Feminino;56;0;627.33;1;0;1;520.64;21/10/2019;0
351763;30/06/2019;514;São Paulo;Feminino;41;7;0.;2;1;1;15.65;07/10/2019;0
351764;30/06/2019;698;São Paulo;Masculino;29;5;951.68;1;1;1;636.35;01/10/2019;0
351765;30/06/2019;581;Minas Gerais;Feminino;54;2;1,525.09;1;1;0;781.66;05/08/2019;1
351766;30/06/2019;573;Minas Gerais;Masculino;31;0;1,346.44;1;1;1;293.26;23/10/2019;0
351767;30/06/2019;449;Rio de Janeiro;Feminino;33;8;0.;2;0;0;653.3;19/10/2019;0
351768;30/06/2019;850;Minas Gerais;Feminino;31;3;512.93;1;0;0;148.06;09/10/2019;0
351769;30/06/2019;612;São Paulo;Masculino;41;5;0.;3;0;0;630.23;23/10/2019;0
351770;30/06/2019;690;Rio de Janeiro;Masculino;49;8;1,166.23;1;0;1;212.55;15/10/2019;0
351771;30/06/2019;599;Rio de Janeiro;Feminino;49;2;0.;2;1;0;463.29;09/10/2019;0
351772;30/06/2019;498;São Paulo;Masculino;33;1;1,981.14;1;1;0;290.27;27/10/2019;0
351773;30/06/2019;497;São Paulo;Feminino;29;4;856.47;1;0;0;263.47;04/09/2019;1
351774;30/06/2019;802;Rio de Janeiro;Masculino;51;7;0.;1;0;1;170.23;27/10/2019;0
351775;30/06/2019;644;São Paulo;Masculino;33;9;1,412.35;1;1;0;398.64;02/10/2019;0
351776;30/06/2019;714;São Paulo;Masculino;34;10;0.;2;1;1;334.31;15/10/2019;0
351777;30/06/2019;690;São Paulo;Feminino;40;9;776.42;1;0;0;787.71;27/07/2019;1
351778;30/06/2019;522;Rio de Janeiro;Masculino;30;3;0.;2;1;0;606.21;29/10/2019;0
351779;30/06/2019;502;Minas Gerais;Feminino;40;7;1,173.04;1;0;0;817.83;18/10/2019;0
351780;30/06/2019;730;Rio de Janeiro;Feminino;62;2;0.;2;1;1;678.7;25/10/2019;0
351781;30/06/2019;590;Minas Gerais;Masculino;36;6;923.41;2;1;1;727.78;27/10/2019;0
351782;30/06/2019;458;Minas Gerais;Masculino;35;9;1,467.81;2;1;1;14.48;10/10/2019;0
351783;30/06/2019;553;Rio de Janeiro;Masculino;41;6;1,449.75;1;1;1;80.6;30/10/2019;0
351784;30/06/2019;479;São Paulo;Masculino;47;1;0.;1;1;0;396.96;04/10/2019;0
351785;30/06/2019;693;São Paulo;Masculino;31;2;0.;2;1;1;449.;29/10/2019;0
351786;30/06/2019;707;Rio de Janeiro;Masculino;43;10;0.;2;1;0;493.2;06/10/2019;0
351787;30/06/2019;636;Rio de Janeiro;Masculino;37;1;1,151.37;1;1;0;218.68;13/10/2019;0
